Region_Geografica,Acceso_Servicios_Financieros,Tiempo_Pago_Horas,Uso_Tecnologia_Movil,Ingresos_Mensuales,Preferencia_Pago,Tenencia_Telefono_Celular,Edad,Nivel_Educativo,Frecuencia_Transacciones,Costo_Transporte_Pago,Numero_Cuentas_Bancarias,Satisfaccion_Servicios_Financieros,Sucursales_10KM
Comuna 10,Cuenta Bancaria,2.24,Medio,2495137,Digital,Sí,36,Técnico,44,2948.94,1,Neutral,1
Comuna 10,Cuenta Bancaria,5.97,Medio,1274187,Digital,Sí,50,Primaria,8,11622.77,3,Insatisfecho,0
Comuna 8,Billetera Movil,7.83,Medio,1039243,Presencial,No,44,Técnico,18,7678.04,1,Insatisfecho,2
Comuna 10,Sin Acceso,5.23,Bajo,2541412,Digital,Sí,21,Primaria,24,3686.26,3,Muy Insatisfecho,2
Comuna 13,Billetera Movil,7.53,Bajo,2703514,Digital,No,43,Universitario,37,5739.87,3,Muy Satisfecho,2
Comuna 10,Sin Acceso,0.68,Medio,1215427,Presencial,No,18,Técnico,10,16082.81,1,Muy Insatisfecho,1
Comuna 10,Sin Acceso,4.57,Bajo,2065519,Presencial,No,39,Secundaria,17,2766.89,3,Muy Satisfecho,0
Comuna 13,Sin Acceso,7.79,Alto,847715,Digital,No,50,Técnico,26,13602.11,3,Insatisfecho,0
Comuna 8,Sin Acceso,6.44,Bajo,1399323,Digital,No,44,Universitario,38,19848.8,2,Muy Satisfecho,1
Comuna 8,Cuenta Bancaria,4.08,Alto,671337,Digital,Sí,26,Primaria,43,8987.3,0,Satisfecho,0
Comuna 10,Billetera Movil,5.64,Medio,706432,Presencial,Sí,23,Universitario,1,7977.7,1,Neutral,3
Comuna 13,Billetera Movil,0.73,Medio,1490468,Digital,No,65,Técnico,42,1104.25,2,Insatisfecho,0
Comuna 5,Billetera Movil,2.24,Medio,610608,Digital,No,45,Secundaria,33,5624.66,1,Satisfecho,0
Comuna 10,Cuenta Bancaria,6.28,Medio,918281,Digital,No,30,Secundaria,40,9909.33,1,Neutral,0
Zona Rural,Cuenta Bancaria,3.97,Alto,2055101,Presencial,Sí,23,Primaria,42,13734.73,0,Satisfecho,2
Comuna 8,Sin Acceso,3.09,Bajo,2837591,Presencial,Sí,59,Universitario,31,18433.62,3,Muy Satisfecho,1
Comuna 10,Sin Acceso,0.94,Alto,2679111,Digital,Sí,49,Universitario,32,12805.35,2,Muy Insatisfecho,2
Comuna 8,Cuenta Bancaria,6.77,Bajo,2790365,Presencial,No,64,Primaria,22,8543.42,1,Muy Satisfecho,0
Comuna 5,Sin Acceso,2.33,Medio,553926,Presencial,No,37,Secundaria,2,18026.6,1,Neutral,2
Comuna 13,Sin Acceso,2.96,Bajo,1483180,Digital,Sí,27,Secundaria,4,14180.44,3,Muy Satisfecho,0
Zona Rural,Cuenta Bancaria,2.11,Alto,2137953,Digital,Sí,54,Técnico,19,1551.67,0,Neutral,0
Comuna 13,Billetera Movil,3.32,Alto,1579060,Presencial,No,31,Secundaria,30,12209.46,0,Muy Insatisfecho,0
Comuna 5,Cuenta Bancaria,2.63,Alto,1933879,Digital,No,27,Universitario,36,3837.58,0,Insatisfecho,0
Comuna 8,Billetera Movil,6.97,Bajo,1006139,Digital,Sí,68,Técnico,13,8266.18,1,Neutral,0
Comuna 10,Billetera Movil,2.15,Medio,2684419,Digital,No,49,Secundaria,12,14346.62,3,Muy Satisfecho,0
Comuna 13,Sin Acceso,1.95,Alto,1438426,Presencial,Sí,40,Primaria,45,10447.74,1,Insatisfecho,1
Comuna 8,Billetera Movil,5.41,Bajo,2489217,Digital,No,51,Primaria,45,7096.83,2,Muy Satisfecho,0
Comuna 10,Billetera Movil,4.37,Alto,2206486,Presencial,Sí,52,Secundaria,1,7463.55,3,Insatisfecho,0
Zona Rural,Billetera Movil,7.61,Bajo,1682210,Presencial,Sí,42,Primaria,10,12465.06,0,Neutral,0
Comuna 8,Billetera Movil,4.49,Medio,854252,Digital,Sí,24,Universitario,44,19230.72,3,Satisfecho,1
Zona Rural,Billetera Movil,6.19,Bajo,2955702,Digital,No,67,Técnico,3,15586.88,1,Muy Satisfecho,1
Zona Rural,Cuenta Bancaria,4.55,Alto,950286,Digital,Sí,54,Técnico,44,8943.56,1,Neutral,2
Comuna 10,Billetera Movil,6.58,Bajo,596117,Presencial,No,31,Primaria,11,10921.84,3,Neutral,3
Zona Rural,Billetera Movil,4.89,Medio,2761373,Digital,No,49,Universitario,9,14088.59,1,Muy Insatisfecho,1
Comuna 13,Billetera Movil,7.4,Alto,642138,Digital,Sí,36,Técnico,47,8959.97,3,Satisfecho,0
Comuna 5,Billetera Movil,5.34,Bajo,2727797,Digital,No,39,Técnico,16,10361.49,3,Satisfecho,1
Comuna 5,Sin Acceso,1.73,Medio,2452304,Presencial,No,69,Secundaria,29,16267.24,1,Neutral,0
Comuna 8,Cuenta Bancaria,5.02,Alto,1270008,Digital,Sí,27,Secundaria,19,18325.89,2,Muy Insatisfecho,1
Comuna 13,Cuenta Bancaria,6.52,Medio,1719842,Presencial,No,20,Primaria,16,10040.67,3,Muy Insatisfecho,0
Comuna 13,Cuenta Bancaria,6.47,Medio,2842588,Presencial,No,47,Universitario,36,19400.43,0,Insatisfecho,1
Comuna 5,Billetera Movil,3.14,Alto,1527478,Presencial,Sí,31,Secundaria,35,9199.37,0,Satisfecho,0
Zona Rural,Sin Acceso,1.5,Alto,2181020,Digital,No,28,Secundaria,16,7935.3,3,Satisfecho,1
Comuna 13,Sin Acceso,6.29,Bajo,2651849,Digital,Sí,49,Técnico,18,11844.16,3,Neutral,0
Comuna 8,Billetera Movil,6.79,Alto,1027360,Presencial,No,30,Secundaria,33,14824.91,3,Satisfecho,1
Comuna 5,Cuenta Bancaria,7.7,Medio,1322497,Digital,No,53,Secundaria,40,8402.23,3,Neutral,1
Comuna 13,Cuenta Bancaria,1.32,Medio,2656386,Presencial,Sí,19,Universitario,3,17526.88,2,Insatisfecho,0
Comuna 5,Sin Acceso,2.01,Medio,1368055,Digital,No,56,Universitario,22,10032.77,3,Satisfecho,2
Comuna 8,Cuenta Bancaria,6.56,Alto,1361271,Presencial,Sí,64,Secundaria,7,12903.22,1,Satisfecho,0
Comuna 5,Cuenta Bancaria,4.08,Bajo,1019304,Presencial,No,40,Primaria,7,9898.2,0,Neutral,3
Comuna 8,Cuenta Bancaria,3.51,Medio,2517561,Presencial,Sí,60,Secundaria,35,6576.38,2,Neutral,1
Comuna 13,Sin Acceso,2.49,Bajo,2720279,Presencial,No,28,Primaria,23,18177.15,2,Muy Satisfecho,1
Comuna 10,Sin Acceso,5.88,Bajo,1932386,Digital,No,37,Primaria,49,4721.37,3,Muy Satisfecho,2
Comuna 8,Cuenta Bancaria,1.25,Medio,1142627,Presencial,Sí,67,Secundaria,20,12823.04,2,Satisfecho,0
Comuna 10,Billetera Movil,2.87,Alto,958562,Presencial,Sí,20,Técnico,33,5537.66,3,Satisfecho,1
Zona Rural,Sin Acceso,7.22,Medio,966893,Digital,Sí,69,Universitario,44,19862.12,1,Neutral,1
Comuna 10,Billetera Movil,1.43,Medio,802043,Digital,No,46,Técnico,4,18255.58,3,Neutral,0
Comuna 8,Cuenta Bancaria,4.03,Alto,1370658,Presencial,No,70,Universitario,20,12383.45,3,Muy Satisfecho,0
Comuna 8,Sin Acceso,5.86,Alto,1929825,Digital,Sí,62,Universitario,48,4772.87,3,Neutral,1
Zona Rural,Sin Acceso,1.67,Bajo,2545750,Presencial,Sí,34,Secundaria,26,12310.55,0,Insatisfecho,1
Comuna 8,Billetera Movil,5.78,Alto,1685806,Digital,Sí,53,Universitario,28,6425.69,2,Satisfecho,1
Comuna 8,Cuenta Bancaria,1.86,Medio,780186,Digital,No,23,Técnico,25,6467.63,3,Neutral,2
Zona Rural,Cuenta Bancaria,1.41,Alto,565508,Digital,No,63,Universitario,6,12703.37,3,Neutral,2
Comuna 5,Billetera Movil,4.42,Bajo,2833243,Presencial,No,47,Secundaria,9,10095.31,2,Insatisfecho,3
Comuna 8,Cuenta Bancaria,3.91,Alto,1841920,Presencial,Sí,43,Primaria,16,9307.58,0,Satisfecho,0
Comuna 13,Billetera Movil,7.6,Bajo,1235028,Presencial,No,45,Secundaria,6,12833.77,3,Muy Insatisfecho,0
Comuna 8,Cuenta Bancaria,3.82,Bajo,2271320,Digital,No,30,Primaria,39,11444.38,3,Neutral,1
Comuna 13,Billetera Movil,7.68,Bajo,1970386,Presencial,No,42,Universitario,1,4784.22,3,Insatisfecho,0
Comuna 5,Cuenta Bancaria,2.07,Alto,2020602,Presencial,No,65,Universitario,33,12942.04,1,Insatisfecho,0
Zona Rural,Sin Acceso,4.15,Medio,1125536,Presencial,Sí,38,Primaria,32,9803.32,3,Neutral,1
Comuna 5,Billetera Movil,2.22,Alto,1076699,Presencial,Sí,69,Técnico,36,8934.04,0,Satisfecho,1
Zona Rural,Sin Acceso,4.81,Medio,2707097,Digital,No,51,Técnico,32,19916.94,3,Neutral,1
Comuna 10,Cuenta Bancaria,6.17,Bajo,1980827,Digital,Sí,42,Técnico,30,7258.41,2,Insatisfecho,0
Comuna 13,Billetera Movil,7.07,Bajo,1878863,Presencial,Sí,21,Primaria,33,11761.27,1,Muy Satisfecho,1
Comuna 10,Cuenta Bancaria,2.71,Medio,1048813,Digital,Sí,33,Universitario,44,6788.02,3,Satisfecho,0
Comuna 10,Sin Acceso,6.58,Medio,2232540,Digital,No,30,Primaria,14,17043.91,0,Muy Insatisfecho,0
Comuna 13,Sin Acceso,3.78,Alto,2949121,Presencial,Sí,18,Técnico,17,13115.29,2,Satisfecho,1
Comuna 5,Cuenta Bancaria,2.36,Medio,2444389,Presencial,Sí,19,Universitario,4,9228.49,1,Muy Insatisfecho,0
Zona Rural,Billetera Movil,6.33,Alto,862712,Presencial,Sí,44,Primaria,33,12189.06,3,Insatisfecho,1
Comuna 5,Sin Acceso,7.82,Medio,1912938,Digital,No,45,Universitario,21,1652.72,1,Neutral,0
Comuna 8,Billetera Movil,7.74,Alto,1700427,Presencial,Sí,61,Universitario,10,4974.97,3,Insatisfecho,0
Comuna 13,Sin Acceso,6.13,Bajo,1063443,Presencial,Sí,52,Secundaria,31,5986.66,1,Insatisfecho,0
Comuna 5,Sin Acceso,3.87,Bajo,1623486,Presencial,Sí,27,Universitario,29,12654.91,2,Muy Satisfecho,2
Comuna 13,Sin Acceso,2.34,Bajo,1513085,Presencial,Sí,63,Técnico,4,11798.53,1,Muy Satisfecho,0
Comuna 10,Billetera Movil,4.22,Medio,629923,Digital,No,68,Universitario,1,11727.52,3,Muy Satisfecho,2
Comuna 8,Sin Acceso,2.21,Bajo,1788246,Digital,No,49,Técnico,34,12468.19,1,Muy Insatisfecho,3
Comuna 10,Billetera Movil,0.73,Bajo,1931634,Presencial,No,35,Secundaria,5,18373.01,0,Muy Insatisfecho,0
Zona Rural,Sin Acceso,2.52,Alto,1190813,Digital,Sí,45,Primaria,8,3882.31,3,Neutral,0
Comuna 10,Cuenta Bancaria,1.81,Alto,1972039,Digital,Sí,20,Universitario,3,9870.79,3,Muy Insatisfecho,1
Comuna 13,Sin Acceso,6.53,Medio,1071032,Digital,No,41,Primaria,48,16442.33,2,Muy Insatisfecho,1
Comuna 10,Billetera Movil,0.94,Bajo,710696,Digital,Sí,47,Universitario,14,12336.32,3,Muy Satisfecho,0
Comuna 13,Billetera Movil,3.68,Alto,851271,Presencial,No,40,Secundaria,11,18198.57,1,Muy Insatisfecho,0
Comuna 10,Sin Acceso,3.8,Medio,2957333,Digital,Sí,50,Universitario,5,16011.02,2,Muy Satisfecho,3
Comuna 10,Billetera Movil,7.74,Medio,2768595,Digital,Sí,38,Técnico,13,15878.89,0,Neutral,3
Comuna 10,Billetera Movil,7.31,Alto,1277715,Digital,Sí,63,Secundaria,34,19840.31,1,Neutral,1
Comuna 10,Sin Acceso,6.63,Medio,1459942,Digital,No,64,Secundaria,6,2547.89,2,Muy Insatisfecho,0
Zona Rural,Cuenta Bancaria,0.73,Medio,1738011,Presencial,Sí,43,Primaria,36,15270.56,1,Insatisfecho,0
Comuna 13,Sin Acceso,5.94,Bajo,1785008,Presencial,Sí,18,Secundaria,16,5020.66,1,Neutral,0
Comuna 10,Cuenta Bancaria,5.33,Alto,962540,Presencial,Sí,44,Técnico,49,8915.16,3,Satisfecho,2
Comuna 8,Sin Acceso,2.46,Medio,1868079,Presencial,Sí,69,Primaria,30,11703.52,1,Muy Insatisfecho,0
Comuna 10,Sin Acceso,6.11,Medio,1790210,Presencial,No,31,Técnico,7,12580.07,3,Satisfecho,0
Comuna 8,Billetera Movil,3.67,Medio,2242479,Presencial,No,66,Universitario,12,8187.21,1,Insatisfecho,0
Comuna 10,Cuenta Bancaria,6.18,Alto,2730426,Digital,Sí,52,Secundaria,2,5169.8,2,Insatisfecho,1
Comuna 5,Billetera Movil,2.51,Alto,2748104,Digital,No,70,Primaria,40,6810.98,1,Satisfecho,0
Comuna 5,Billetera Movil,5.51,Alto,2535558,Digital,No,68,Técnico,33,6673.0,2,Muy Insatisfecho,2
Zona Rural,Billetera Movil,3.49,Bajo,1491526,Digital,No,21,Primaria,10,9263.98,2,Muy Insatisfecho,0
Zona Rural,Cuenta Bancaria,0.51,Alto,1344928,Digital,No,30,Universitario,50,14455.11,2,Insatisfecho,3
Comuna 13,Cuenta Bancaria,6.98,Alto,1318529,Presencial,No,22,Secundaria,15,6732.51,0,Neutral,0
Comuna 10,Sin Acceso,3.08,Medio,685971,Digital,No,69,Primaria,27,9640.03,3,Muy Insatisfecho,0
Zona Rural,Cuenta Bancaria,4.67,Bajo,2904854,Presencial,Sí,48,Primaria,34,19272.34,1,Neutral,1
Zona Rural,Cuenta Bancaria,3.1,Bajo,1753024,Digital,Sí,64,Técnico,47,18331.98,3,Muy Insatisfecho,2
Comuna 8,Sin Acceso,4.65,Alto,916237,Presencial,No,40,Primaria,49,3984.58,2,Muy Insatisfecho,1
Comuna 13,Billetera Movil,6.28,Bajo,980260,Presencial,No,30,Secundaria,39,6309.08,2,Insatisfecho,0
Comuna 5,Cuenta Bancaria,7.33,Medio,2514255,Presencial,Sí,21,Universitario,13,15065.08,2,Satisfecho,1
Comuna 5,Sin Acceso,5.36,Bajo,1244385,Digital,No,63,Secundaria,42,13186.64,0,Insatisfecho,0
Comuna 13,Billetera Movil,3.89,Bajo,2435866,Presencial,No,39,Primaria,35,3166.67,1,Muy Insatisfecho,0
Comuna 5,Sin Acceso,7.29,Bajo,513158,Presencial,No,47,Universitario,33,19943.71,2,Muy Insatisfecho,0
Comuna 10,Billetera Movil,7.17,Bajo,1229296,Digital,No,54,Primaria,9,10520.78,1,Muy Satisfecho,2
Comuna 8,Sin Acceso,6.47,Medio,2467905,Presencial,No,66,Secundaria,7,9797.46,2,Neutral,1
Comuna 8,Cuenta Bancaria,4.96,Bajo,2910193,Digital,No,49,Universitario,39,19086.01,3,Insatisfecho,2
Comuna 5,Billetera Movil,1.09,Medio,2409877,Digital,Sí,38,Técnico,31,6184.9,0,Muy Satisfecho,2
Zona Rural,Billetera Movil,2.99,Alto,1488852,Digital,No,30,Primaria,35,13479.36,0,Neutral,1
Comuna 5,Cuenta Bancaria,6.5,Medio,2979304,Digital,No,31,Técnico,33,12793.61,2,Muy Satisfecho,1
Comuna 13,Cuenta Bancaria,2.31,Bajo,1390125,Digital,Sí,22,Primaria,14,3314.1,0,Muy Satisfecho,1
Comuna 8,Billetera Movil,6.75,Medio,1122321,Digital,No,22,Secundaria,20,18749.14,3,Insatisfecho,3
Comuna 5,Sin Acceso,1.65,Alto,1882516,Presencial,Sí,51,Técnico,29,1657.22,1,Satisfecho,1
Comuna 13,Sin Acceso,1.98,Alto,2852269,Presencial,No,34,Primaria,45,14006.6,1,Neutral,1
Comuna 5,Cuenta Bancaria,3.94,Alto,1563866,Digital,Sí,24,Técnico,36,3728.05,2,Satisfecho,2
Comuna 13,Cuenta Bancaria,4.12,Alto,720265,Digital,Sí,60,Secundaria,27,4507.28,2,Insatisfecho,1
Comuna 8,Cuenta Bancaria,4.63,Alto,2094980,Presencial,Sí,22,Primaria,21,15471.06,3,Muy Insatisfecho,3
Zona Rural,Billetera Movil,7.26,Bajo,1765500,Digital,No,39,Primaria,29,11878.44,1,Muy Insatisfecho,3
Comuna 13,Billetera Movil,1.19,Alto,2724233,Digital,Sí,26,Secundaria,4,2260.66,3,Muy Satisfecho,3
Comuna 10,Cuenta Bancaria,2.96,Medio,512219,Digital,Sí,46,Primaria,37,13995.12,1,Muy Insatisfecho,0
Comuna 5,Billetera Movil,3.81,Alto,1147100,Digital,Sí,56,Primaria,32,14072.85,0,Neutral,1
Zona Rural,Cuenta Bancaria,0.82,Alto,1195426,Presencial,Sí,54,Universitario,30,7227.89,0,Insatisfecho,1
Comuna 13,Billetera Movil,5.11,Alto,1992117,Digital,Sí,56,Universitario,42,2933.17,3,Satisfecho,0
Comuna 5,Billetera Movil,4.16,Alto,1837173,Presencial,No,37,Técnico,2,7078.0,3,Insatisfecho,2
Zona Rural,Sin Acceso,5.49,Medio,677015,Presencial,No,49,Secundaria,9,7831.15,3,Satisfecho,1
Comuna 8,Cuenta Bancaria,2.65,Bajo,1585003,Digital,Sí,36,Secundaria,30,10565.45,0,Neutral,0
Zona Rural,Sin Acceso,6.99,Bajo,2931413,Presencial,No,31,Primaria,38,5110.56,3,Muy Satisfecho,3
Zona Rural,Cuenta Bancaria,2.05,Medio,1470286,Presencial,No,35,Universitario,49,18715.05,2,Satisfecho,0
Comuna 10,Billetera Movil,3.72,Medio,2415395,Presencial,Sí,19,Primaria,44,3574.99,0,Muy Satisfecho,1
Comuna 10,Sin Acceso,5.12,Alto,2373832,Digital,Sí,58,Secundaria,43,15295.01,0,Satisfecho,0
Comuna 13,Billetera Movil,4.73,Alto,1570126,Presencial,No,53,Universitario,49,13233.4,2,Insatisfecho,0
Comuna 5,Billetera Movil,7.42,Medio,1417761,Digital,Sí,53,Universitario,17,6140.66,2,Muy Insatisfecho,2
Comuna 10,Cuenta Bancaria,4.11,Medio,825488,Digital,No,33,Universitario,44,4330.7,2,Insatisfecho,1
Comuna 5,Sin Acceso,5.52,Alto,531269,Digital,Sí,19,Primaria,33,4949.11,1,Insatisfecho,3
Comuna 8,Billetera Movil,2.98,Bajo,2988297,Presencial,No,46,Primaria,30,16908.0,2,Muy Insatisfecho,1
Comuna 10,Sin Acceso,7.16,Medio,719636,Digital,No,21,Secundaria,23,9855.51,2,Muy Satisfecho,0
Comuna 5,Sin Acceso,3.76,Bajo,953279,Presencial,No,32,Universitario,8,2332.49,3,Satisfecho,1
Comuna 13,Billetera Movil,5.17,Medio,1364063,Digital,No,42,Secundaria,28,7239.66,3,Muy Insatisfecho,0
Comuna 5,Sin Acceso,5.22,Medio,1431339,Presencial,Sí,64,Secundaria,16,14990.68,0,Insatisfecho,3
Comuna 10,Sin Acceso,1.9,Bajo,2286263,Digital,No,55,Secundaria,7,7445.55,1,Muy Insatisfecho,1
Comuna 10,Cuenta Bancaria,5.42,Alto,2460524,Presencial,Sí,66,Secundaria,5,6352.52,0,Insatisfecho,1
Zona Rural,Billetera Movil,7.9,Bajo,1717055,Digital,Sí,18,Secundaria,27,8832.37,0,Muy Insatisfecho,1
Comuna 13,Sin Acceso,6.19,Alto,1580518,Presencial,Sí,30,Primaria,47,19267.17,0,Satisfecho,1
Zona Rural,Cuenta Bancaria,2.27,Alto,1869993,Digital,Sí,36,Secundaria,39,18422.81,2,Satisfecho,0
Zona Rural,Billetera Movil,6.05,Medio,631813,Presencial,No,66,Primaria,40,3023.98,3,Insatisfecho,3
Zona Rural,Sin Acceso,7.22,Medio,1561923,Digital,No,69,Secundaria,17,4791.25,2,Muy Satisfecho,1
Zona Rural,Cuenta Bancaria,4.69,Alto,1738174,Presencial,Sí,30,Secundaria,14,2284.1,0,Muy Insatisfecho,0
Zona Rural,Billetera Movil,2.93,Medio,2931867,Digital,No,37,Técnico,18,4868.68,2,Insatisfecho,0
Comuna 5,Sin Acceso,2.14,Alto,1100929,Digital,Sí,62,Primaria,6,19090.34,3,Neutral,1
Comuna 13,Billetera Movil,4.61,Medio,2636270,Presencial,Sí,27,Primaria,37,16591.24,3,Insatisfecho,1
Comuna 10,Billetera Movil,4.11,Alto,2896060,Digital,No,29,Primaria,14,4751.52,2,Satisfecho,1
Comuna 10,Sin Acceso,5.44,Medio,2079542,Digital,No,21,Técnico,43,2225.43,2,Insatisfecho,0
Comuna 8,Cuenta Bancaria,5.74,Alto,1864713,Digital,Sí,48,Universitario,9,14577.59,1,Insatisfecho,0
Comuna 13,Sin Acceso,6.17,Alto,1499112,Digital,No,23,Secundaria,18,4593.67,3,Muy Insatisfecho,1
Comuna 5,Cuenta Bancaria,6.75,Bajo,2531741,Presencial,Sí,59,Secundaria,22,12219.97,2,Muy Satisfecho,2
Zona Rural,Billetera Movil,6.18,Bajo,2989052,Digital,No,19,Secundaria,23,6363.1,3,Muy Insatisfecho,2
Comuna 5,Billetera Movil,1.78,Alto,518040,Presencial,Sí,47,Universitario,47,12773.93,0,Insatisfecho,0
Zona Rural,Cuenta Bancaria,5.44,Bajo,946307,Presencial,Sí,62,Primaria,50,3407.52,1,Muy Insatisfecho,2
Comuna 10,Cuenta Bancaria,3.96,Bajo,658423,Digital,Sí,29,Universitario,12,2573.96,3,Satisfecho,1
Zona Rural,Billetera Movil,3.56,Bajo,606377,Presencial,No,19,Primaria,33,14199.06,1,Neutral,1
Comuna 10,Billetera Movil,1.7,Alto,2057796,Presencial,Sí,18,Técnico,50,12063.37,0,Muy Insatisfecho,0
Comuna 5,Sin Acceso,5.37,Medio,895199,Digital,Sí,46,Técnico,10,1238.56,0,Satisfecho,0
Comuna 13,Sin Acceso,5.25,Medio,1046069,Digital,No,49,Secundaria,25,4738.01,0,Muy Insatisfecho,0
Comuna 8,Billetera Movil,7.43,Bajo,754442,Digital,No,63,Técnico,6,4908.4,3,Neutral,0
Zona Rural,Sin Acceso,2.35,Bajo,2517988,Digital,No,26,Secundaria,6,7014.34,2,Muy Satisfecho,2
Comuna 8,Billetera Movil,5.07,Medio,1048569,Digital,Sí,25,Primaria,1,9967.79,3,Insatisfecho,0
Comuna 8,Cuenta Bancaria,6.09,Medio,1041823,Digital,No,24,Secundaria,24,7182.15,1,Neutral,0
Comuna 10,Billetera Movil,7.03,Alto,1681054,Digital,Sí,21,Secundaria,50,12991.18,2,Neutral,0
Comuna 5,Billetera Movil,7.06,Medio,1956913,Presencial,No,49,Técnico,5,3552.41,1,Neutral,2
Comuna 10,Cuenta Bancaria,2.6,Alto,2788329,Presencial,Sí,70,Primaria,23,19640.64,3,Neutral,1
Comuna 10,Cuenta Bancaria,6.79,Bajo,825469,Digital,No,58,Técnico,25,19612.46,3,Insatisfecho,0
Comuna 8,Sin Acceso,4.84,Medio,1913652,Presencial,Sí,46,Universitario,12,13477.64,2,Muy Insatisfecho,0
Comuna 8,Cuenta Bancaria,2.15,Alto,1962081,Digital,Sí,32,Secundaria,3,5787.01,1,Muy Satisfecho,0
Comuna 10,Cuenta Bancaria,0.58,Medio,806799,Digital,Sí,43,Primaria,18,2605.61,0,Muy Satisfecho,1
Zona Rural,Sin Acceso,4.1,Bajo,1006875,Presencial,Sí,70,Universitario,26,19506.44,1,Muy Insatisfecho,2
Comuna 10,Billetera Movil,5.01,Alto,2199401,Digital,Sí,62,Secundaria,40,18731.57,1,Muy Insatisfecho,0
Comuna 13,Sin Acceso,4.86,Bajo,2593485,Presencial,No,60,Secundaria,26,8058.21,0,Muy Insatisfecho,2
Comuna 13,Cuenta Bancaria,1.64,Alto,1589003,Presencial,Sí,38,Secundaria,47,1578.06,3,Muy Satisfecho,3
Zona Rural,Cuenta Bancaria,3.08,Alto,951095,Digital,No,68,Primaria,17,17204.53,0,Insatisfecho,1
Zona Rural,Cuenta Bancaria,3.53,Alto,2113149,Presencial,Sí,64,Universitario,35,9008.38,2,Neutral,1
Comuna 13,Billetera Movil,7.76,Bajo,1592694,Presencial,No,41,Técnico,5,8643.97,0,Insatisfecho,0
Comuna 10,Billetera Movil,4.78,Alto,1439339,Digital,No,41,Técnico,43,18909.84,1,Satisfecho,0
Comuna 10,Sin Acceso,2.63,Medio,1555394,Presencial,Sí,42,Técnico,8,14985.86,1,Insatisfecho,0
Comuna 5,Cuenta Bancaria,1.38,Medio,2054529,Presencial,No,54,Secundaria,40,1200.74,3,Satisfecho,1
Comuna 5,Cuenta Bancaria,6.6,Medio,2726345,Digital,No,66,Universitario,26,2246.03,1,Muy Insatisfecho,0
Comuna 13,Billetera Movil,2.05,Medio,2904464,Digital,Sí,44,Técnico,42,7363.46,3,Neutral,0
Comuna 5,Cuenta Bancaria,6.02,Bajo,1285505,Digital,Sí,57,Técnico,24,13443.03,0,Satisfecho,2
Comuna 5,Billetera Movil,5.18,Bajo,876061,Presencial,No,70,Universitario,3,17497.3,1,Muy Satisfecho,1
Comuna 10,Billetera Movil,2.87,Bajo,1267040,Presencial,Sí,42,Universitario,37,6173.13,3,Neutral,0
Comuna 10,Cuenta Bancaria,4.15,Bajo,1418680,Presencial,No,35,Técnico,27,2340.51,2,Muy Satisfecho,0
Comuna 13,Sin Acceso,3.53,Medio,755808,Presencial,Sí,23,Secundaria,17,3744.09,0,Neutral,1
Comuna 13,Billetera Movil,6.61,Bajo,858975,Digital,Sí,39,Primaria,42,10579.02,0,Satisfecho,2
Comuna 8,Cuenta Bancaria,2.85,Alto,2528591,Digital,Sí,30,Universitario,28,12215.31,2,Insatisfecho,0
Comuna 10,Sin Acceso,1.6,Bajo,2997663,Presencial,No,48,Universitario,18,12298.53,2,Muy Satisfecho,0
Zona Rural,Cuenta Bancaria,7.11,Medio,2125532,Digital,No,68,Universitario,29,9612.74,3,Satisfecho,3
Comuna 13,Billetera Movil,7.89,Medio,1501969,Presencial,No,28,Técnico,50,14172.55,2,Insatisfecho,0
Zona Rural,Cuenta Bancaria,3.63,Bajo,2847559,Presencial,Sí,25,Universitario,21,19197.74,0,Neutral,1
Zona Rural,Sin Acceso,7.95,Bajo,948369,Digital,Sí,38,Universitario,8,14920.09,1,Muy Satisfecho,0
Comuna 8,Sin Acceso,6.13,Medio,1353295,Digital,Sí,21,Secundaria,6,18873.29,2,Neutral,2
Comuna 13,Sin Acceso,4.0,Alto,1128932,Digital,Sí,33,Técnico,50,9788.47,1,Muy Satisfecho,0
Comuna 13,Sin Acceso,4.42,Medio,1570613,Presencial,Sí,68,Primaria,23,13054.65,1,Insatisfecho,1
Zona Rural,Cuenta Bancaria,2.48,Medio,2445500,Presencial,No,42,Secundaria,25,16092.64,1,Muy Satisfecho,1
Comuna 13,Sin Acceso,7.42,Medio,1311858,Digital,No,33,Técnico,42,5019.73,3,Satisfecho,1
Comuna 5,Sin Acceso,3.83,Bajo,2400542,Digital,No,68,Universitario,46,8918.9,2,Muy Insatisfecho,1
Comuna 5,Cuenta Bancaria,6.13,Bajo,1955485,Presencial,Sí,63,Primaria,3,14615.49,0,Insatisfecho,0
Comuna 10,Cuenta Bancaria,2.03,Alto,1450239,Digital,No,48,Secundaria,31,8945.25,3,Satisfecho,0
Comuna 8,Billetera Movil,1.42,Alto,2495087,Presencial,No,25,Universitario,1,4347.99,2,Neutral,2
Comuna 13,Cuenta Bancaria,5.83,Medio,2154463,Presencial,No,65,Primaria,40,13842.61,0,Neutral,0
Comuna 5,Billetera Movil,7.31,Medio,1572918,Presencial,Sí,51,Primaria,30,3020.45,0,Satisfecho,1
Comuna 13,Cuenta Bancaria,6.68,Bajo,985139,Digital,Sí,63,Universitario,41,5172.55,1,Satisfecho,0
Comuna 8,Sin Acceso,2.29,Alto,2250803,Presencial,Sí,18,Secundaria,14,12450.72,3,Muy Satisfecho,3
